loss,mae,val_loss,val_mae
0.005029006861150265,0.04812370985746384,0.004822914954274893,0.04730376601219177
0.005002431105822325,0.04798206686973572,0.004830546211451292,0.04745510220527649
0.005003984551876783,0.047958582639694214,0.004838723223656416,0.04738552123308182
0.004974426701664925,0.04780881106853485,0.004800159949809313,0.04722101241350174
0.004971261136233807,0.047783851623535156,0.004775356967002153,0.047066643834114075
0.004940573126077652,0.04759278520941734,0.004733371082693338,0.046706560999155045
0.004925074055790901,0.04754248261451721,0.004725563805550337,0.046756282448768616
0.00490159634500742,0.047488898038864136,0.004710150416940451,0.04658731818199158
0.004898152779787779,0.04744878038764,0.0046942951157689095,0.04644874483346939
0.004886143375188112,0.047344986349344254,0.004705057479441166,0.04674546420574188
0.004876970313489437,0.04730867221951485,0.004690209403634071,0.04662016034126282
0.00487935496494174,0.04736930876970291,0.0046890596859157085,0.04626820981502533
0.0048673623241484165,0.04735308513045311,0.004652006085962057,0.046338409185409546
0.00484072882682085,0.04709676653146744,0.004648381378501654,0.046363089233636856
0.004826729651540518,0.047159627079963684,0.0046668085269629955,0.0464375838637352
0.0048209731467068195,0.04707998409867287,0.004621126223355532,0.046238530427217484
0.004797418136149645,0.046977099031209946,0.004598014056682587,0.045979633927345276
0.00478927930817008,0.04692355543375015,0.004626000765711069,0.046053532510995865
0.004774823319166899,0.046874500811100006,0.004593429155647755,0.04600665345788002
0.0047532678581774235,0.046766720712184906,0.004557416774332523,0.04587813466787338
0.004748914856463671,0.046787329018116,0.004562957212328911,0.045814067125320435
0.004730201326310635,0.04664461687207222,0.004535682033747435,0.04561321437358856
0.004714183509349823,0.04656757786870003,0.0045410883612930775,0.04579853266477585
0.0047169942408800125,0.046690456569194794,0.004543183837085962,0.045899469405412674
0.004697672091424465,0.04652832821011543,0.004535036161541939,0.04569387063384056
0.004665015731006861,0.04631694778800011,0.0045265816152095795,0.04584746062755585
0.004660928621888161,0.046385474503040314,0.004492682870477438,0.04542125016450882
0.004661932121962309,0.04633888229727745,0.004533232655376196,0.04601683095097542
0.004631564952433109,0.046270258724689484,0.004468200728297234,0.04542331397533417
0.00460863159969449,0.046117644757032394,0.004455216694623232,0.04549908638000488
0.0045926873572170734,0.04605969786643982,0.00450233044102788,0.04578553885221481
